New Rank,Previous Rank,Name,Company,Category,Link,Reason,Date stamp
462,-,Maze Machina,Tiny Touch Tales,IOS Paid,https://www.appannie.com/apps/ios/app/1481339646/details/,New entry,2020-06-29 18:26:59
463,-,Color Splash,PocketPixels,IOS Paid,https://www.appannie.com/apps/ios/app/color-splash-2/details/,New entry,2020-06-29 18:27:01
468,-,InTune – Intonation Trainer,Half Note Labs,IOS Paid,https://www.appannie.com/apps/ios/app/intune-improve-test-your-intonation/details/,New entry,2020-06-29 18:27:02
469,-,myLightMeter PRO,David Quiles,IOS Paid,https://www.appannie.com/apps/ios/app/mylightmeter-pro/details/,New entry,2020-06-29 18:27:04
471,-,METAL SLUG 3,SNK,IOS Paid,https://www.appannie.com/apps/ios/app/metal-slug/details/,New entry,2020-06-29 18:27:05
472,-,Offender Locator,Offender Locator Inc.,IOS Paid,https://www.appannie.com/apps/ios/app/offender-locator/details/,New entry,2020-06-29 18:27:06
474,-,Ski Safari,Defiant Development,IOS Paid,https://www.appannie.com/apps/ios/app/ski-safari/details/,New entry,2020-06-29 18:27:08
475,-,iWebTV PRO,Swishly inc,IOS Paid,https://www.appannie.com/apps/ios/app/iwebtv-pro/details/,New entry,2020-06-29 18:27:09
476,-,Grimvalor,Direlight,IOS Paid,https://www.appannie.com/apps/ios/app/1369179088/details/,New entry,2020-06-29 18:27:10
477,-,GifJif - Custom Gif Creator,Max Shaw,IOS Paid,https://www.appannie.com/apps/ios/app/gifjif/details/,New entry,2020-06-29 18:27:12
481,-,Starlight - Explore the Stars,"ION6, LLC",IOS Paid,https://www.appannie.com/apps/ios/app/starlight-find-stars-constellations/details/,New entry,2020-06-29 18:27:13
484,-,Bloons TD 4,Ninja Kiwi,IOS Paid,https://www.appannie.com/apps/ios/app/bloons-td-4/details/,New entry,2020-06-29 18:27:15
485,-,Skinseed Pro for Minecraft,Africa Sunrise,IOS Paid,https://www.appannie.com/apps/ios/app/skinseed-pro-skin-creator-skins-editor-for-minecraft/details/,New entry,2020-06-29 18:27:16
486,-,Vegatouch Mira,Firefly Integrations LLC,IOS Paid,https://www.appannie.com/apps/ios/app/vegatouch-mira/details/,New entry,2020-06-29 18:27:17
487,-,Police Scanner +⁺,Rego apps,IOS Paid,https://www.appannie.com/apps/ios/app/police-scanner-2-3/details/,New entry,2020-06-29 18:27:19
489,-,Trace Table,Kevin Mangan,IOS Paid,https://www.appannie.com/apps/ios/app/trace-table/details/,New entry,2020-06-29 18:27:20
495,-,SnakeSnap!,SnakeSnap Inc.,IOS Paid,https://www.appannie.com/apps/ios/app/snakesnap/details/,New entry,2020-06-29 18:27:21
497,-,Theory Lessons,musictheory,IOS Paid,https://www.appannie.com/apps/ios/app/theory-lessons/details/,New entry,2020-06-29 18:27:23
498,-,Split Screen Multitasking View,vishnu rao,IOS Paid,https://www.appannie.com/apps/ios/app/split-screen-multitasking/details/,New entry,2020-06-29 18:27:24
141,-,Redecor - Design Home Makeover,Reworks,IOS Grossing,https://www.appannie.com/apps/ios/app/redecor-home-design-game/details/,New entry,2020-06-29 18:27:25
204,-,Hily Dating – Meet New People,Hily,IOS Grossing,https://www.appannie.com/apps/ios/app/hily-best-dating-app-for-meeting-people-and-chat/details/,New entry,2020-06-29 18:27:27
220,-,Canva: Video & Layout Design,Canva,IOS Grossing,https://www.appannie.com/apps/ios/app/canva-graphic-design-photo/details/,New entry,2020-06-29 18:27:28
230,-,ONE PIECE TREASURE CRUISE,BANDAI NAMCO Entertainment,IOS Grossing,https://www.appannie.com/apps/ios/app/one-piece-treasure-cruise/details/,New entry,2020-06-29 18:27:30
284,-,Forge of Empires: Build a City,InnoGames,IOS Grossing,https://www.appannie.com/apps/ios/app/forge-of-empires/details/,New entry,2020-06-29 18:27:31
292,-,Bingo Journey！Funny Bingo Game,Elestorm Game,IOS Grossing,https://www.appannie.com/apps/ios/app/bingoscapes-bingo-christmas/details/,New entry,2020-06-29 18:27:32
315,-,Age of Magic: Turn-Based RPG,Playkot,IOS Grossing,https://www.appannie.com/apps/ios/app/1175370741/details/,New entry,2020-06-29 18:27:34
320,-,Dragalia Lost,Nintendo,IOS Grossing,https://www.appannie.com/apps/ios/app/dragalia-lost/details/,New entry,2020-06-29 18:27:35
337,-,Highrise - Virtual World,PocketzWorld,IOS Grossing,https://www.appannie.com/apps/ios/app/highrise-virtual-world/details/,New entry,2020-06-29 18:27:37
368,-,Identity V,NetEase,IOS Grossing,https://www.appannie.com/apps/ios/app/identity-v/details/,New entry,2020-06-29 18:27:38
377,-,BTS WORLD,Netmarble,IOS Grossing,https://www.appannie.com/apps/ios/app/bts-world-2/details/,New entry,2020-06-29 18:27:39
380,-,GUNDAM BATTLE: GUNPLA WARFARE,BANDAI NAMCO Entertainment,IOS Grossing,https://www.appannie.com/apps/ios/app/gundam-battle-gunpla-warfare/details/,New entry,2020-06-29 18:27:41
381,-,Rondevo - Dating & Chat App,SOCIALITY,IOS Grossing,https://www.appannie.com/apps/ios/app/rondevo-dating-chat-app/details/,New entry,2020-06-29 18:27:42
391,-,NBA: Official App,NBA,IOS Grossing,https://www.appannie.com/apps/ios/app/nba-game-time-2014-15/details/,New entry,2020-06-29 18:27:44
398,-,The Chosen,VidAngel,IOS Grossing,https://www.appannie.com/apps/ios/app/the-chosen-tv-series/details/,New entry,2020-06-29 18:27:45
409,-,Blackjack 21: Blackjackist,KamaGames,IOS Grossing,https://www.appannie.com/apps/ios/app/blackjackist/details/,New entry,2020-06-29 18:27:46
413,-,Legendary: Game of Heroes,N3TWORK,IOS Grossing,https://www.appannie.com/apps/ios/app/legendary-heroes-saga/details/,New entry,2020-06-29 18:27:48
415,-,Photo Collage - Collageable,Filterra,IOS Grossing,https://www.appannie.com/apps/ios/app/1085652055/details/,New entry,2020-06-29 18:27:50
418,-,Udemy Online Video Courses,Udemy,IOS Grossing,https://www.appannie.com/apps/ios/app/udemy-online-courses-programming/details/,New entry,2020-06-29 18:27:51
427,-,FFBE WAR OF THE VISIONS,SQUARE ENIX,IOS Grossing,https://www.appannie.com/apps/ios/app/war-of-the-visions-ffbe/details/,New entry,2020-06-29 18:27:52
432,-,Club Vegas Slots: Casino 2020,Bagelcode,IOS Grossing,https://www.appannie.com/apps/ios/app/spin-it-vegas/details/,New entry,2020-06-29 18:27:54
433,-,Legacy of Discord-FuriousWings,YOOZOO Games,IOS Grossing,https://www.appannie.com/apps/ios/app/legacy-of-discord-furious-wings/details/,New entry,2020-06-29 18:27:55
439,-,Eternal Sword M,Neocraft,IOS Grossing,https://www.appannie.com/apps/ios/app/eternal-sword-m/details/,New entry,2020-06-29 18:27:56
441,-,Girls X Battle 2,Yotta Games,IOS Grossing,https://www.appannie.com/apps/ios/app/wo-de-xue-mei-bu-ke-neng-na-mo-meng-2/details/,New entry,2020-06-29 18:27:58
442,-,"Strava: Run, Ride, Swim",Strava,IOS Grossing,https://www.appannie.com/apps/ios/app/strava-running-cycling-gps/details/,New entry,2020-06-29 18:27:59
445,-,Call Me Emperor,Dianchu,IOS Grossing,https://www.appannie.com/apps/ios/app/call-me-emperor/details/,New entry,2020-06-29 18:28:01
446,-,ExpressVPN - #1 Trusted VPN,Express VPN,IOS Grossing,https://www.appannie.com/apps/ios/app/express-vpn-protect-your-web/details/,New entry,2020-06-29 18:28:02
447,-,Heads Up!,Warner Bros,IOS Grossing,https://www.appannie.com/apps/ios/app/heads-up/details/,New entry,2020-06-29 18:28:04
450,-,Blinkist: 15min Book Insights,Blinks,IOS Grossing,https://www.appannie.com/apps/ios/app/blinkist-key-insights-from/details/,New entry,2020-06-29 18:28:05
455,-,Analyzer Plus : Iikes Tracker,Fansup,IOS Grossing,https://www.appannie.com/apps/ios/app/igrow-followers-analytics/details/,New entry,2020-06-29 18:28:07
459,-,Hempire - Weed Growing Game,LBC Studios,IOS Grossing,https://www.appannie.com/apps/ios/app/hempire/details/,New entry,2020-06-29 18:28:08
464,-,eFootball PES 2020,KONAMI,IOS Grossing,https://www.appannie.com/apps/ios/app/pes-2017-pro-evolution-soccer/details/,New entry,2020-06-29 18:28:10
465,-,Tapas – Comics and Novels,Tapas,IOS Grossing,https://www.appannie.com/apps/ios/app/tapastic-daily-comics-manga/details/,New entry,2020-06-29 18:28:11
466,-,Trailer Park Boys Greasy Money,Eastside,IOS Grossing,https://www.appannie.com/apps/ios/app/trailer-park-boys-greasy-money/details/,New entry,2020-06-29 18:28:13
469,-,Golden Casino - Vegas Slots,Slots Limited,IOS Grossing,https://www.appannie.com/apps/ios/app/golden-casino/details/,New entry,2020-06-29 18:28:14
470,-,Microsoft OneDrive,Microsoft,IOS Grossing,https://www.appannie.com/apps/ios/app/onedrive-cloud-storage-for/details/,New entry,2020-06-29 18:28:15
471,-,Dice With Buddies: Social Game,Scopely,IOS Grossing,https://www.appannie.com/apps/ios/app/dice-buddies-free-classic/details/,New entry,2020-06-29 18:28:17
473,-,VERV: Home Fitness Workout,Verv,IOS Grossing,https://www.appannie.com/apps/ios/app/verv-body-mind-health/details/,New entry,2020-06-29 18:28:18
474,-,Disney Frozen Free Fall Game,Jam City,IOS Grossing,https://www.appannie.com/apps/ios/app/frozen-free-fall/details/,New entry,2020-06-29 18:28:20
475,-,Scanner for Me: Scan documents,Apalon,IOS Grossing,https://www.appannie.com/apps/ios/app/sukyan-purinto-wu-liao-dokyumento/details/,New entry,2020-06-29 18:28:21
476,-,Vineyard Valley: Design Game,Jam City,IOS Grossing,https://www.appannie.com/apps/ios/app/vineyard-valley-2/details/,New entry,2020-06-29 18:28:22
477,-,Lensa: Photo Editor,Prisma labs,IOS Grossing,https://www.appannie.com/apps/ios/app/lensa-photo-editor/details/,New entry,2020-06-29 18:28:24
479,-,DISSIDIA FINAL FANTASY OO,SQUARE ENIX,IOS Grossing,https://www.appannie.com/apps/ios/app/dissidia-final-fantasy-oo/details/,New entry,2020-06-29 18:28:25
481,-,Rebel Racing,Hutch,IOS Grossing,https://www.appannie.com/apps/ios/app/rebel-racing-2/details/,New entry,2020-06-29 18:28:26
483,-,Scanner ·,Luni,IOS Grossing,https://www.appannie.com/apps/ios/app/scanner-document/details/,New entry,2020-06-29 18:28:28
484,-,Idle Mafia,FunPlus,IOS Grossing,https://www.appannie.com/apps/ios/app/idle-mafia/details/,New entry,2020-06-29 18:28:29
485,-,Lezhin Comics-Premium Webtoons,Lezhin,IOS Grossing,https://www.appannie.com/apps/ios/app/lejinkomigseu-lezhincomics/details/,New entry,2020-06-29 18:28:31
486,-,Show Me Vegas Slots Casino App,KSG Mobile,IOS Grossing,https://www.appannie.com/apps/ios/app/show-me-vegas-slots-casino-app/details/,New entry,2020-06-29 18:28:32
489,-,Transformers: Earth Wars,Space Ape,IOS Grossing,https://www.appannie.com/apps/ios/app/1058526204/details/,New entry,2020-06-29 18:28:33
492,-,WalkFit: Walking & Weight Loss,Mobilious,IOS Grossing,https://www.appannie.com/apps/ios/app/walkfit-perca-peso-caminhando/details/,New entry,2020-06-29 18:28:35
496,-,GoPro,GoPro,IOS Grossing,https://www.appannie.com/apps/ios/app/gopro-app/details/,New entry,2020-06-29 18:28:36
497,-,Add Background Music To Video,Easy Tiger,IOS Grossing,https://www.appannie.com/apps/ios/app/add-music-to-video-free-videos/details/,New entry,2020-06-29 18:28:38
1,51,Trivia Royale™,Teatime Games,IOS Free,https://www.appannie.com/apps/ios/app/trivia-royale/details/,Rank gainer,2020-06-29 18:49:34
10,32,FaceApp - AI Face Editor,FaceApp,IOS Free,https://www.appannie.com/apps/ios/app/faceapp-add-smile-change-gender-and-age/details/,Rank gainer,2020-06-29 18:49:38
29,45,Disney+,Disney,IOS Free,https://www.appannie.com/apps/ios/app/disney-2/details/,Rank gainer,2020-06-29 18:49:39
37,364,Speak to the Manager,Lion Studios,IOS Free,https://www.appannie.com/apps/ios/app/speak-to-the-manager/details/,Rank gainer,2020-06-29 18:49:41
45,327,Just Draw - Drawing Puzzles,Lion Studios,IOS Free,https://www.appannie.com/apps/ios/app/just-draw-drawing-puzzles/details/,Rank gainer,2020-06-29 18:49:42
46,62,Wish - Shopping Made Fun,ContextLogic,IOS Free,https://www.appannie.com/apps/ios/app/wish-shopping-made-fun/details/,Rank gainer,2020-06-29 18:49:44
48,68,Subway Surfers,Sybo,IOS Free,https://www.appannie.com/apps/ios/app/subway-surfers/details/,Rank gainer,2020-06-29 18:49:45
51,119,Tiles Hop - EDM Rush,Amanotes,IOS Free,https://www.appannie.com/apps/ios/app/beat-hopper/details/,Rank gainer,2020-06-29 18:49:47
64,85,Prison Empire Tycoon－Idle Game,Codigames,IOS Free,https://www.appannie.com/apps/ios/app/prison-empire-tycoon-idle-game/details/,Rank gainer,2020-06-29 18:49:49
66,175,Hide 'N Seek!,Supersonic,IOS Free,https://www.appannie.com/apps/ios/app/hide-n-seek-3/details/,Rank gainer,2020-06-29 18:49:50
70,106,Wayfair – Shop All Things Home,Wayfair,IOS Free,https://www.appannie.com/apps/ios/app/wayfair-furniture-home-decor/details/,Rank gainer,2020-06-29 18:49:52
78,97,Lyft,Lyft,IOS Free,https://www.appannie.com/apps/ios/app/lyft-taxi-bus-app-alternative/details/,Rank gainer,2020-06-29 18:49:53
80,108,SpongeBob: Krusty Cook-Off,Tilting Point,IOS Free,https://www.appannie.com/apps/ios/app/spongebob-krusty-cook-off/details/,Rank gainer,2020-06-29 18:49:55
81,107,Grubhub: Local Food Delivery,Grubhub,IOS Free,https://www.appannie.com/apps/ios/app/grubhub-food-delivery-takeout/details/,Rank gainer,2020-06-29 18:49:56
83,98,"Yelp Food, Delivery & Services",Yelp,IOS Free,https://www.appannie.com/apps/ios/app/284910350/details/,Rank gainer,2020-06-29 18:49:58
86,110,Pull Him Out,Lion Studios,IOS Free,https://www.appannie.com/apps/ios/app/pull-him-out/details/,Rank gainer,2020-06-29 18:49:59
91,129,McDonald's,McDonald's,IOS Free,https://www.appannie.com/apps/ios/app/mcdonalds-mobile/details/,Rank gainer,2020-06-29 18:50:01
92,322,Draw Climber,Voodoo,IOS Free,https://www.appannie.com/apps/ios/app/draw-climber/details/,Rank gainer,2020-06-29 18:50:02
96,286,Heads Up!,Warner Bros,IOS Free,https://www.appannie.com/apps/ios/app/heads-up/details/,Rank gainer,2020-06-29 18:50:04
100,115,PictureThis - Plant Identifier,Glority,IOS Free,https://www.appannie.com/apps/ios/app/picturethis-instantly-identify-your-plants/details/,Rank gainer,2020-06-29 18:50:05
102,162,Join Clash,Supersonic,IOS Free,https://www.appannie.com/apps/ios/app/join-clash-gang-fight-3d/details/,Rank gainer,2020-06-29 18:50:07
107,256,8 Ball Pool™,Miniclip,IOS Free,https://www.appannie.com/apps/ios/app/8-ball-pooltm/details/,Rank gainer,2020-06-29 18:50:08
108,143,Curvy Punch 3D,Voodoo,IOS Free,https://www.appannie.com/apps/ios/app/curvy-punch-3d/details/,Rank gainer,2020-06-29 18:50:09
109,126,Waze Navigation & Live Traffic,Waze,IOS Free,https://www.appannie.com/apps/ios/app/waze-social-gps-maps-traffic/details/,Rank gainer,2020-06-29 18:50:11
112,164,Sonos,Sonos,IOS Free,https://www.appannie.com/apps/ios/app/sonos/details/,Rank gainer,2020-06-29 18:50:13
121,151,Fonts,Fonts LLC,IOS Free,https://www.appannie.com/apps/ios/app/fonts-2/details/,Rank gainer,2020-06-29 18:50:15
123,148,Shazam: Music Discovery,Shazam Entertainment,IOS Free,https://www.appannie.com/apps/ios/app/shazam/details/,Rank gainer,2020-06-29 18:50:16
126,144,Etsy: Custom & Creative Goods,Etsy,IOS Free,https://www.appannie.com/apps/ios/app/477128284/details/,Rank gainer,2020-06-29 18:50:17
128,157,News Break - Local Headlines,Particle Media,IOS Free,https://www.appannie.com/apps/ios/app/1132762804/details/,Rank gainer,2020-06-29 18:50:19
129,285,Triller: Social Video Platform,Triller,IOS Free,https://www.appannie.com/apps/ios/app/triller-music-video-maker/details/,Rank gainer,2020-06-29 18:50:20
130,227,Stack Blocks 3D,Popcore,IOS Free,https://www.appannie.com/apps/ios/app/stack-blocks-3d/details/,Rank gainer,2020-06-29 18:50:22
131,181,Episode - Choose Your Story,Episode Interactive,IOS Free,https://www.appannie.com/apps/ios/app/episode-choose-your-story/details/,Rank gainer,2020-06-29 18:50:23
132,154,Homescapes,Playrix,IOS Free,https://www.appannie.com/apps/ios/app/homescapes/details/,Rank gainer,2020-06-29 18:50:24
133,446,Paper.io 2,Voodoo,IOS Free,https://www.appannie.com/apps/ios/app/paper-io-2-2/details/,Rank gainer,2020-06-29 18:50:26
134,155,Property Brothers Home Design,Storm8,IOS Free,https://www.appannie.com/apps/ios/app/property-brothers-home-design-2/details/,Rank gainer,2020-06-29 18:50:27
135,153,Nike,Nike,IOS Free,https://www.appannie.com/apps/ios/app/1095459556/details/,Rank gainer,2020-06-29 18:50:29
141,193,Domino's Pizza USA,Domino's Pizza,IOS Free,https://www.appannie.com/apps/ios/app/dominos-pizza-usa/details/,Rank gainer,2020-06-29 18:50:30
142,172,Yubo: Find Friends Livestream,Twelve APP,IOS Free,https://www.appannie.com/apps/ios/app/yellow-make-friends-for-snapchat/details/,Rank gainer,2020-06-29 18:50:32
143,361,Dancing Road: Color Ball Run!,Amanotes,IOS Free,https://www.appannie.com/apps/ios/app/dancing-road/details/,Rank gainer,2020-06-29 18:50:33
144,171,aquapark.io,Voodoo,IOS Free,https://www.appannie.com/apps/ios/app/aquapark-io/details/,Rank gainer,2020-06-29 18:50:35
147,191,Postmates - Food Delivery,Postmates,IOS Free,https://www.appannie.com/apps/ios/app/postmates/details/,Rank gainer,2020-06-29 18:50:37
149,189,Shape Slicer 3D,Moonee,IOS Free,https://www.appannie.com/apps/ios/app/shape-slicer-3d/details/,Rank gainer,2020-06-29 18:50:39
150,178,Bumble: Matches. Chats. Dating,Bumble,IOS Free,https://www.appannie.com/apps/ios/app/bumble-app/details/,Rank gainer,2020-06-29 18:50:40
158,201,Woodturning 3D,Voodoo,IOS Free,https://www.appannie.com/apps/ios/app/woodturning-3d/details/,Rank gainer,2020-06-29 18:50:42
160,195,GOAT – Sneakers & Apparel,GOAT,IOS Free,https://www.appannie.com/apps/ios/app/goat-sneaker-marketplace/details/,Rank gainer,2020-06-29 18:50:43
162,182,StockX - Buy & Sell Authentic,StockX,IOS Free,https://www.appannie.com/apps/ios/app/campless/details/,Rank gainer,2020-06-29 18:50:44
165,221,Depop - Streetwear & Vintage,Depop,IOS Free,https://www.appannie.com/apps/ios/app/depop/details/,Rank gainer,2020-06-29 18:50:46
170,183,MyFitnessPal,MapMyFitness,IOS Free,https://www.appannie.com/apps/ios/app/calorie-counter-diet-tracker-2/details/,Rank gainer,2020-06-29 18:50:47
171,192,Facetune2: Best Selfie Editing,Lightricks,IOS Free,https://www.appannie.com/apps/ios/app/facetune-2-2/details/,Rank gainer,2020-06-29 18:50:49
172,216,Bible,Life.Church,IOS Free,https://www.appannie.com/apps/ios/app/282935706/details/,Rank gainer,2020-06-29 18:50:50
173,208,IRL - Social Calendar,IRL App,IOS Free,https://www.appannie.com/apps/ios/app/irl-lets-hang/details/,Rank gainer,2020-06-29 18:50:51
174,324,Puppy Town,Word Game Studio,IOS Free,https://www.appannie.com/apps/ios/app/purry-town/details/,Rank gainer,2020-06-29 18:50:54
177,196,Drum Pad Machine - Beat Maker,Easybrain,IOS Free,https://www.appannie.com/apps/ios/app/drum-pad-machine/details/,Rank gainer,2020-06-29 18:50:56
179,251,Draw Joust!,Voodoo,IOS Free,https://www.appannie.com/apps/ios/app/draw-joust/details/,Rank gainer,2020-06-29 18:50:58
180,226,CapCut,ByteDance,IOS Free,https://www.appannie.com/apps/ios/app/viamaker/details/,Rank gainer,2020-06-29 18:50:59
186,274,Hinge: Dating & Relationships,Match Group,IOS Free,https://www.appannie.com/apps/ios/app/hinge/details/,Rank gainer,2020-06-29 18:51:01
187,340,Fix the Item,Alictus,IOS Free,https://www.appannie.com/apps/ios/app/fix-the-item/details/,Rank gainer,2020-06-29 18:51:02
188,345,Solitaire Deluxe® 2,Mobile Deluxe,IOS Free,https://www.appannie.com/apps/ios/app/solitaire-deluxe-social-classic/details/,Rank gainer,2020-06-29 18:51:04
190,206,Poshmark: Buy & Sell Fashion,Poshmark,IOS Free,https://www.appannie.com/apps/ios/app/poshmark-buy-sell-fashion/details/,Rank gainer,2020-06-29 18:51:06
193,209,AliExpress Shopping App,Alibaba,IOS Free,https://www.appannie.com/apps/ios/app/aliexpress-shopping-app/details/,Rank gainer,2020-06-29 18:51:08
194,238,"iHeart: Radio, Music, Podcasts",iHeartMedia,IOS Free,https://www.appannie.com/apps/ios/app/iheartradio-free-streaming/details/,Rank gainer,2020-06-29 18:51:09
197,212,Hole.io,Voodoo,IOS Free,https://www.appannie.com/apps/ios/app/hole-io/details/,Rank gainer,2020-06-29 18:51:11
198,260,Foot Locker - Shop Releases,Foot Locker,IOS Free,https://www.appannie.com/apps/ios/app/foot-locker/details/,Rank gainer,2020-06-29 18:51:12
199,400,ALIVE: Live Wallpaper 4K Maker,Mobile Billing Activities,IOS Free,https://www.appannie.com/apps/ios/app/alive-4k-live-wallpapers/details/,Rank gainer,2020-06-29 18:51:14
200,262,Recharge Please! - Puzzle Game,Geisha Tokyo,IOS Free,https://www.appannie.com/apps/ios/app/recharge-please-puzzle-game/details/,Rank gainer,2020-06-29 18:51:16
202,265,Omni Wallpapers Live HD Themes,WeiKang Huang,IOS Free,https://www.appannie.com/apps/ios/app/omni-wallpapers-live-hd-themes/details/,Rank gainer,2020-06-29 18:51:17
205,222,PUBG MOBILE - Mad Miramar,Tencent,IOS Free,https://www.appannie.com/apps/ios/app/pubg-mobile/details/,Rank gainer,2020-06-29 18:51:19
222,281,Spiral Roll,Voodoo,IOS Free,https://www.appannie.com/apps/ios/app/spiral-roll/details/,Rank gainer,2020-06-29 18:51:21
225,258,Amazon Photos,Amazon,IOS Free,https://www.appannie.com/apps/ios/app/amazon-photos-cloud-drive-storage-backup-and-photo-sharing/details/,Rank gainer,2020-06-29 18:51:22
228,253,Evony,Top Games,IOS Free,https://www.appannie.com/apps/ios/app/evony/details/,Rank gainer,2020-06-29 18:51:24
229,247,Candy Crush Saga,King,IOS Free,https://www.appannie.com/apps/ios/app/candy-crush-saga/details/,Rank gainer,2020-06-29 18:51:26
232,384,Hoop - Make new friends,Dazz,IOS Free,https://www.appannie.com/apps/ios/app/hoop-7/details/,Rank gainer,2020-06-29 18:51:27
235,363,Wink - make new snap friends,9 Count,IOS Free,https://www.appannie.com/apps/ios/app/wink-make-new-snap-friends/details/,Rank gainer,2020-06-29 18:51:29
238,248,Amazon Fire TV,Amazon,IOS Free,https://www.appannie.com/apps/ios/app/amazon-fire-tv-remote/details/,Rank gainer,2020-06-29 18:51:31
239,328,Word Picnic:Fun Word Games,Word Game Studio,IOS Free,https://www.appannie.com/apps/ios/app/word-picnic-fun-word-games/details/,Rank gainer,2020-06-29 18:51:32
242,461,Quibi: All New Original Shows,Quibi,IOS Free,https://www.appannie.com/apps/ios/app/quibi-new-episodes-daily/details/,Rank gainer,2020-06-29 18:51:34
243,282,Touchdown Glory 2020,Good Job Games,IOS Free,https://www.appannie.com/apps/ios/app/rugby-swipe/details/,Rank gainer,2020-06-29 18:51:35
244,264,Word Collect: Word Games,Super Lucky Casino,IOS Free,https://www.appannie.com/apps/ios/app/word-addict-word-puzzle-game/details/,Rank gainer,2020-06-29 18:51:37
246,349,Perfect Cream,Playgendary,IOS Free,https://www.appannie.com/apps/ios/app/creamaster/details/,Rank gainer,2020-06-29 18:51:39
247,390,Nike SNKRS: Sneaker Release,Nike,IOS Free,https://www.appannie.com/apps/ios/app/snkrs/details/,Rank gainer,2020-06-29 18:51:40
250,338,Pizza Hut,Pizza Hut,IOS Free,https://www.appannie.com/apps/ios/app/pizza-hut/details/,Rank gainer,2020-06-29 18:51:42
251,307,Clash of Clans,Supercell,IOS Free,https://www.appannie.com/apps/ios/app/clash-of-clans/details/,Rank gainer,2020-06-29 18:51:43
253,341,Crunchyroll,Ellation,IOS Free,https://www.appannie.com/apps/ios/app/crunchyroll-watch-anime-drama/details/,Rank gainer,2020-06-29 18:51:45
254,388,Kick the Buddy,Playgendary,IOS Free,https://www.appannie.com/apps/ios/app/kick-the-buddy-2/details/,Rank gainer,2020-06-29 18:51:46
256,352,Johnny Trigger,SayGames,IOS Free,https://www.appannie.com/apps/ios/app/johnny-trigger/details/,Rank gainer,2020-06-29 18:51:48
257,275,YouTube Kids,Google,IOS Free,https://www.appannie.com/apps/ios/app/youtube-kids/details/,Rank gainer,2020-06-29 18:51:49
258,269,Splice - Video Editor & Maker,Bending Spoons,IOS Free,https://www.appannie.com/apps/ios/app/splice-video-editor-and-photo-slideshow-maker/details/,Rank gainer,2020-06-29 18:51:51
259,290,Stack Ball 3D,Azur Interactive Games,IOS Free,https://www.appannie.com/apps/ios/app/stack-ball-3d/details/,Rank gainer,2020-06-29 18:51:52
262,329,Video Star,Frontier Design,IOS Free,https://www.appannie.com/apps/ios/app/video-star/details/,Rank gainer,2020-06-29 18:51:54
264,301,Forza Street: Tap to Race,Microsoft,IOS Free,https://www.appannie.com/apps/ios/app/forza-street/details/,Rank gainer,2020-06-29 18:51:57
265,357,Word Switch : Cross & connect,Ming Yang,IOS Free,https://www.appannie.com/apps/ios/app/word-switch-corss-connect/details/,Rank gainer,2020-06-29 18:51:59
271,321,Kik,Kik,IOS Free,https://www.appannie.com/apps/ios/app/kik/details/,Rank gainer,2020-06-29 18:52:01
272,343,"AllTrails: Hike, Bike & Run",AllTrails,IOS Free,https://www.appannie.com/apps/ios/app/alltrails-hiking-mountain/details/,Rank gainer,2020-06-29 18:52:03
273,486,Colorscapes - Color by Number,Fuero Games,IOS Free,https://www.appannie.com/apps/ios/app/coloren-color-by-number/details/,Rank gainer,2020-06-29 18:52:04
274,284,PlayStation Messages,Sony,IOS Free,https://www.appannie.com/apps/ios/app/playstationrmessages/details/,Rank gainer,2020-06-29 18:52:06
275,288,Daily Themed Crossword Puzzle,PlaySimple,IOS Free,https://www.appannie.com/apps/ios/app/daily-themed-crossword-a-word-puzzle-game/details/,Rank gainer,2020-06-29 18:52:07
276,302,Sky Roller,Homa,IOS Free,https://www.appannie.com/apps/ios/app/sky-roller/details/,Rank gainer,2020-06-29 18:52:09
277,323,Plenty of Fish Dating,Match Group,IOS Free,https://www.appannie.com/apps/ios/app/pof-free-dating-app/details/,Rank gainer,2020-06-29 18:52:10
283,441,Lip Art 3D,ZPLAY,IOS Free,https://www.appannie.com/apps/ios/app/lip-art-3d/details/,Rank gainer,2020-06-29 18:52:12
284,334,Groovepad - Music & Beat Maker,Easybrain,IOS Free,https://www.appannie.com/apps/ios/app/groovepad-music-maker/details/,Rank gainer,2020-06-29 18:52:13
285,386,slither.io,Lowtech Studios,IOS Free,https://www.appannie.com/apps/ios/app/slitherio/details/,Rank gainer,2020-06-29 18:52:14
292,360,WEBTOON: Comics to Obsess Over,NAVER,IOS Free,https://www.appannie.com/apps/ios/app/line-webtoon/details/,Rank gainer,2020-06-29 18:52:16
293,348,IMVU: 3D Avatar Creator & Chat,IMVU,IOS Free,https://www.appannie.com/apps/ios/app/imvu-mobile/details/,Rank gainer,2020-06-29 18:52:17
295,308,NOAA Weather Radar Live,Apalon,IOS Free,https://www.appannie.com/apps/ios/app/noaa-weather-radar-live-doppler-radars-with-national-weather-forecast-maps/details/,Rank gainer,2020-06-29 18:52:19
299,371,Hippo - Live Video Chat,Newell Media,IOS Free,https://www.appannie.com/apps/ios/app/hippo-live-random-video-chat/details/,Rank gainer,2020-06-29 18:52:20
300,317,Bowmasters - Multiplayer Game,Playgendary,IOS Free,https://www.appannie.com/apps/ios/app/bowmasters/details/,Rank gainer,2020-06-29 18:52:21
